5.000000000000000000e+00 1.111513794182395598e+00 7.045063271886779863e-04
6.000000000000000000e+00 1.107139926464275836e+00 6.583274354013924582e-04
7.000000000000000000e+00 1.101344882037411210e+00 7.480590454681598648e-04
8.000000000000000000e+00 1.098307342857857138e+00 6.417489997340339834e-04
9.000000000000000000e+00 1.092216772532527580e+00 6.680576362516413291e-04
1.000000000000000000e+01 1.087491125029288019e+00 7.691331126979916418e-04
1.100000000000000000e+01 1.081838141847445423e+00 5.817785814738373135e-04
1.200000000000000000e+01 1.078874057350486915e+00 5.180756361250595313e-04
1.300000000000000000e+01 1.074074360742614864e+00 6.357672798327711856e-04
1.400000000000000000e+01 1.069696173525215510e+00 6.378093008730907967e-04
1.500000000000000000e+01 1.066109465605078244e+00 6.233730621733150901e-04
1.600000000000000000e+01 1.061843282573462055e+00 5.862962010583069785e-04
1.700000000000000000e+01 1.058431544184901929e+00 6.831621601354259318e-04
1.800000000000000000e+01 1.057028839564067013e+00 5.552302257804011924e-04
1.900000000000000000e+01 1.053129494200212735e+00 7.568008871556076208e-04
2.000000000000000000e+01 1.049953478036010468e+00 6.349735511951315773e-04
2.100000000000000000e+01 1.048088227330500333e+00 5.460642434809102061e-04
2.200000000000000000e+01 1.045556318417832253e+00 6.039669173796531967e-04
2.300000000000000000e+01 1.041771773973664494e+00 6.386275357046591362e-04
2.400000000000000000e+01 1.041220031945184310e+00 7.475831687856888908e-04
2.500000000000000000e+01 1.037955917881876911e+00 5.632241484149601990e-04
2.600000000000000000e+01 1.036138850619122476e+00 5.534694019100201397e-04
2.700000000000000000e+01 1.034490528708723600e+00 5.474186435060126189e-04
2.800000000000000000e+01 1.032312426193392030e+00 4.457381036237274309e-04
2.900000000000000000e+01 1.030649019991997095e+00 5.168976012539060324e-04
3.000000000000000000e+01 1.029474547155236008e+00 5.570016841921895598e-04
3.100000000000000000e+01 1.028708882080187736e+00 4.764615196082194249e-04
3.200000000000000000e+01 1.026840189567808537e+00 4.057660203806329495e-04
3.300000000000000000e+01 1.026145601741504709e+00 6.391644505754021923e-04
3.400000000000000000e+01 1.025157209061516417e+00 6.317620568613417122e-04
3.500000000000000000e+01 1.024008616524171966e+00 5.395951633773202714e-04
3.600000000000000000e+01 1.023064110153997230e+00 5.571959782510489808e-04
3.700000000000000000e+01 1.021965938636685500e+00 6.075459875969811078e-04
3.800000000000000000e+01 1.021452871478046642e+00 5.260606045051267974e-04
3.900000000000000000e+01 1.020514852685194818e+00 5.344762245353874451e-04
4.000000000000000000e+01 1.018750981803994149e+00 4.931000617327090108e-04
4.100000000000000000e+01 1.018313790240713779e+00 4.023767944685089086e-04
4.200000000000000000e+01 1.017265239885375649e+00 3.030732108916463804e-04
4.300000000000000000e+01 1.016525332530768377e+00 2.914732397984204793e-04
4.400000000000000000e+01 1.016319682470588015e+00 3.303062975511501602e-04
4.500000000000000000e+01 1.015400810323190628e+00 2.503171242017785368e-04
4.600000000000000000e+01 1.014142074158041362e+00 2.579616018865953249e-04
4.700000000000000000e+01 1.014603888458068148e+00 2.968180271997416077e-04
4.800000000000000000e+01 1.013785161685484049e+00 3.149222369065556026e-04
4.900000000000000000e+01 1.013057043942603652e+00 2.577727905174931789e-04
5.000000000000000000e+01 1.012549859012367381e+00 2.372096974104204550e-04
5.100000000000000000e+01 1.012642912008353768e+00 2.525779140604659666e-04
5.200000000000000000e+01 1.011863098097852465e+00 3.070684702333904966e-04
5.300000000000000000e+01 1.011422684497249147e+00 1.979631123300795389e-04
5.400000000000000000e+01 1.010954647735945455e+00 2.266157643899688540e-04
5.500000000000000000e+01 1.011133914329487071e+00 1.979359786183205159e-04
5.600000000000000000e+01 1.011197619329490927e+00 4.279515888145080929e-04
5.700000000000000000e+01 1.009881129122347510e+00 1.978210486618272961e-04
5.800000000000000000e+01 1.010312629752212032e+00 5.437425351963166799e-04
5.900000000000000000e+01 1.009603940887189966e+00 2.416870216871187132e-04
6.000000000000000000e+01 1.009253255501779245e+00 2.998020710404938546e-04
6.100000000000000000e+01 1.009143425936170235e+00 2.198099672091441924e-04
6.200000000000000000e+01 1.008586779583044546e+00 1.522054196928130114e-04
6.300000000000000000e+01 1.008274281472570477e+00 1.700549597250613804e-04
6.400000000000000000e+01 1.008229948986024693e+00 1.597117518721766227e-04
6.500000000000000000e+01 1.007996606563960729e+00 1.675820521958602599e-04
6.600000000000000000e+01 1.007874504758861089e+00 3.489362618116116101e-04
6.700000000000000000e+01 1.007580128864295599e+00 4.429573851609262727e-04
6.800000000000000000e+01 1.007136558792595782e+00 1.385663943241209508e-04
6.900000000000000000e+01 1.007497264035903672e+00 2.083852187030333085e-04
7.000000000000000000e+01 1.007160304438903919e+00 2.507725006449839289e-04
7.100000000000000000e+01 1.007403158973508184e+00 7.437024891212555989e-04
7.200000000000000000e+01 1.006590051540532826e+00 1.740679029405672851e-04
7.300000000000000000e+01 1.006577701959995075e+00 3.081057074810452431e-04
7.400000000000000000e+01 1.006836525017301920e+00 7.024244089651745463e-04
7.500000000000000000e+01 1.006027309325327579e+00 1.551463105435297695e-04
7.600000000000000000e+01 1.006162749164538406e+00 2.407016698900209077e-04
7.700000000000000000e+01 1.005878656209557409e+00 1.272586643210498239e-04
7.800000000000000000e+01 1.005612154029616789e+00 9.596357199502894043e-05
7.900000000000000000e+01 1.005860323544569335e+00 3.015741878374212726e-04
8.000000000000000000e+01 1.005895655373201691e+00 5.293667198109963711e-04
