5.000000000000000000e+00 1.056721873697342051e+00 5.826976762921004136e-04
6.000000000000000000e+00 1.048876873842425894e+00 5.811078916566734956e-04
7.000000000000000000e+00 1.041598776604811372e+00 4.473820212440333542e-04
8.000000000000000000e+00 1.035996839880463538e+00 3.428514669957977460e-04
9.000000000000000000e+00 1.030953960553017579e+00 3.004296670695852313e-04
1.000000000000000000e+01 1.026677749538942752e+00 2.639537799841459409e-04
1.100000000000000000e+01 1.023468721300227591e+00 2.751253977756813501e-04
1.200000000000000000e+01 1.020581316184261622e+00 2.680395044751712448e-04
1.300000000000000000e+01 1.017821323121141486e+00 2.472009305179174304e-04
1.400000000000000000e+01 1.016154625433735914e+00 1.677676810016850647e-04
1.500000000000000000e+01 1.014052306363559364e+00 2.135101216057399165e-04
1.600000000000000000e+01 1.012792535570413044e+00 1.655623496790927136e-04
1.700000000000000000e+01 1.011444879335375857e+00 1.757216657351558524e-04
1.800000000000000000e+01 1.010058618751022985e+00 1.122507295779002411e-04
1.900000000000000000e+01 1.009213950385595471e+00 1.101453674854365139e-04
2.000000000000000000e+01 1.008372190362797127e+00 7.964209570052696488e-05
2.100000000000000000e+01 1.007776445307734692e+00 1.057065418112627329e-04
2.200000000000000000e+01 1.007135095692265780e+00 7.029059579412819147e-05
2.300000000000000000e+01 1.006482403612318777e+00 6.247268640125305025e-05
2.400000000000000000e+01 1.006111246977010376e+00 8.761251920669536550e-05
2.500000000000000000e+01 1.005581915088591183e+00 7.062523324569991727e-05
2.600000000000000000e+01 1.005195889355476435e+00 5.502926338883865060e-05
2.700000000000000000e+01 1.004894866834250999e+00 5.873862704437741224e-05
2.800000000000000000e+01 1.004524047628614358e+00 3.860285832253232586e-05
2.900000000000000000e+01 1.004221433923752071e+00 4.085552808258400339e-05
3.000000000000000000e+01 1.003905055555074810e+00 3.696539916982807383e-05
3.100000000000000000e+01 1.003769190539821610e+00 4.246589036031748408e-05
3.200000000000000000e+01 1.003510027694501705e+00 3.788648912799035153e-05
3.300000000000000000e+01 1.003264373052049629e+00 4.644151907509514024e-05
3.400000000000000000e+01 1.003110349594363848e+00 2.868871113034985150e-05
3.500000000000000000e+01 1.002969275113843484e+00 2.828377277267714446e-05
3.600000000000000000e+01 1.002814053800772598e+00 4.490331036934572310e-05
3.700000000000000000e+01 1.002695204702787057e+00 6.829938135746802929e-05
3.800000000000000000e+01 1.002516350006671830e+00 2.206197739063902219e-05
3.900000000000000000e+01 1.002416833290724396e+00 5.071806229922204667e-05
4.000000000000000000e+01 1.002313105723025011e+00 6.533242786448662897e-05
4.100000000000000000e+01 1.002174165146516138e+00 2.092224199175335083e-05
4.200000000000000000e+01 1.002154485702625220e+00 1.330781516401392361e-04
4.300000000000000000e+01 1.002161597117936065e+00 1.875224446935276049e-04
4.400000000000000000e+01 1.001930580106964230e+00 5.926022996647848913e-05
4.500000000000000000e+01 1.001887598716364680e+00 9.303220369056089140e-05
4.600000000000000000e+01 1.001731973362762540e+00 1.627738268655153225e-05
4.700000000000000000e+01 1.001706581160307419e+00 2.809909725250092324e-05
4.800000000000000000e+01 1.001663669466651641e+00 7.804016691177894532e-05
4.900000000000000000e+01 1.001574528657051877e+00 6.345815396579256344e-05
5.000000000000000000e+01 1.001458504835646357e+00 1.165017001115689128e-05
5.100000000000000000e+01 1.001509492291555947e+00 1.073161667264193328e-04
5.200000000000000000e+01 1.001417797876957394e+00 6.409315518714617168e-05
5.300000000000000000e+01 1.001533225350029976e+00 2.438529595249203433e-04
5.400000000000000000e+01 1.001276953766187194e+00 3.609438426809908132e-05
5.500000000000000000e+01 1.001210653686983809e+00 2.228432942809410267e-05
5.600000000000000000e+01 1.001245148653346462e+00 8.200319856470124227e-05
5.700000000000000000e+01 1.001147245245519235e+00 2.215863812845817298e-05
5.800000000000000000e+01 1.001147078097269993e+00 5.548827739147099366e-05
5.900000000000000000e+01 1.001127381188046783e+00 8.814437946050762739e-05
6.000000000000000000e+01 1.001023092696438521e+00 1.691444933362538255e-05
6.100000000000000000e+01 1.001079468725596167e+00 9.473714367142580114e-05
6.200000000000000000e+01 1.001553012817868016e+00 6.539276664901690463e-04
6.300000000000000000e+01 1.000978768474547698e+00 5.891087890404230853e-05
